text,SDGs,SDG1,SDG2,SDG3,SDG4,SDG5,SDG6,SDG7,SDG8,SDG9,SDG10,SDG11,SDG12,SDG13,SDG14,SDG15,SDG16,SDG17,labels
"Perancangan sistem pelaporan untuk petugas lapangan keluarga berencana di DPPKB dengan menggunakan business process improvement (BPI). Petugas lapangan Keluarga Berencana (KB) adalah orang-orang yang secara aktif bekerja di lapangan untuk mengajak masyarakat terlibat dalam program KB yang membantu pemerintah dalam mengendalikan jumlah penduduk. Namun, banyak petugas yang menyatakan bahwa mereka sering melakukan kesalahan dalam proses penginputan data, ditambah lagi dengan proses validasi yang masih dilakukan secara manual. Aplikasi pelaporan digital yang tersedia, yaitu Sistem Informasi Keluarga (SIGA), juga belum digunakan secara maksimal, sehingga validitas data yang terkumpul menjadi berkurang. Dengan menggunakan metode business process improvement (BPI), analisis nilai tambah, dan analisis kesenjangan, dilakukan untuk menemukan permasalahan pada sistem yang akan menjadi dasar perancangan ulang sistem pelaporan. Penelitian ini dilakukan untuk memberikan rancangan proses bisnis yang tepat yang diperlukan untuk memastikan pemahaman yang maksimal dan mengurangi ketidakvalidan data dengan bantuan aplikasi yang ada. Hasil dari penelitian ini menunjukkan bahwa rancangan proses bisnis yang baru membutuhkan digitalisasi proses input data dengan menggunakan sistem informasi dan pengurangan penggunaan formulir offline untuk meningkatkan validitas data dalam sistem pelaporan.  © 2020 IEEE.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Komunikasi singkat: Pandemi COVID-19 dan sikap masyarakat di Kota Bandung, Indonesia (Studi Kasus di Kecamatan Cibiru). Pada awalnya, pandemi ini membuat warga Cibiru panik. Seiring berjalannya waktu, kasus tersebut menurun seiring dengan meningkatnya jumlah pasien yang sembuh. Selain itu, perbedaan pandangan antar elemen pemerintahan membuat masyarakat pasrah dan percaya pada kekuatan pencipta alam. Dengan kondisi tersebut, peneliti tertarik untuk mempelajari lebih lanjut. Penelitian dilakukan dengan menggunakan analisis deskriptif terhadap sejumlah pihak terkait aktivitas ekonomi dan sosial. Hasil penelitian menunjukkan bahwa terdapat tiga komponen penting: Pertama, kepercayaan yang dibangun kreator dan tereduksi pada komponen pemerintah, komunikasi yang tidak dilakukan sejumlah pihak secara konsisten saat merespons COVID-19, dan penegakan aturan yang tidak jelas. Singkatnya. Masyarakat yang dikelompokkan menjadi dua kelompok, sepakat bahwa pandemi berbahaya dan mendorong mereka untuk mengikuti nilai-nilai dalam bentuk aturan yang ada. Selain itu, komunikasi pandemi bersaing dalam waktu yang singkat sehingga tidak dapat dilakukan secara interaktif, ketegasan pemerintah yang memaksa warga untuk berada di rumah menjadi sulit karena kompensasi yang dapat diberikan atas hilangnya kesempatan untuk mencari penghasilan keluarga, dan terakhir, karena persiapan strategi yang dilakukan sebelum datangnya pandemi tidak dapat dihadapi dengan bijak. © 2020 Lifescience Global",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Studi tentang strategi coping stress terhadap kesejahteraan psikologis pada masa pandemi COVID-19 di wilayah Jabodetabek. Kebijakan Pembatasan Sosial Berskala Besar (PSBB) yang diberlakukan oleh Pemerintah Provinsi DKI Jakarta menimbulkan proses adaptasi terhadap perubahan pola hidup yang biasa mereka jalani. Proses adaptasi tersebut ditengarai dapat menimbulkan permasalahan baru yang dapat menjadi stressor. Penelitian ini bertujuan untuk melihat pengaruh strategi coping terhadap psikologis warga Jabodetabek selama masa Pembatasan Sosial Berskala Besar (PSBB). Hasil penelitian menunjukkan bahwa terdapat hubungan yang signifikan antara strategi coping dengan kesejahteraan psikologis (p=0,000<0,005). Penelitian juga menemukan bahwa sebagian besar responden melakukan coping dengan menggunakan sistem coping yang berfokus pada emosi. Hal ini diduga kuat karena masyarakat mampu mengatasi dan mengelola stresor selama pandemi dengan melakukan kegiatan pengembangan diri dan mencoba terhubung dengan jaringan sosial mereka (pertemanan atau pekerjaan) dengan platform teknologi yang ada. Di sisi lain, tingginya jumlah responden dengan coping yang berfokus pada emosi juga diduga sebagai akibat dari perasaan tidak berdaya dalam mengendalikan masalah yang muncul selama pandemi, seperti kebijakan pemerintah daerah dan dampak sosial ekonomi. © 2020 IEEE.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Tinjauan Metode Pembuatan Pola Batik. Seni mewarnai kain dengan teknik pewarnaan rintang menggunakan malam merupakan salah satu bentuk seni kuno. Dan batik merupakan salah satu seni mewarnai kain yang telah berkembang di Indonesia, sejak zaman kerajaan Majapahit. Proses pembuatan batik secara tradisional membutuhkan waktu yang cukup lama. Dari lamanya proses pembuatan batik ada tahapan yang biasanya memakan waktu cukup lama yang disebut dengan mencanting yaitu menggambar motif baik di atas kertas atau langsung di atas kain. Hal ini dikarenakan pada tahap mencanting pembatik harus memikirkan ide setelah mendapatkan ide baru pembatik akan mengaplikasikannya. Proses mendapatkan ide ini yang membuat proses lebih lama dalam pembuatan batik. Dengan berkembangnya teknologi dan ilmu pengetahuan saat ini, dapat mempersingkat pembuatan pola dengan menggunakan algoritma atau metode komputasi. © 2020. Jurnal Medwell",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Analisis ITSM dengan menggunakan ITIL V3 pada Service Operation di PT Inovasi Tjaraka Buana. PT. Inovasi Tjaraka Buana merupakan perusahaan yang bergerak di bidang ISP (Internet Service Provider) yang menggunakan teknologi informasi untuk menopang kegiatan perusahaan. Pada saat ini perusahaan sedang mengalami scaling-up, yaitu peningkatan jumlah pengguna layanan internet secara drastis, dan cakupan area yang membuat perusahaan harus melakukan pengembangan untuk berbagai aspek dalam perusahaan. Permasalahannya adalah perusahaan saat ini tidak dapat menyeimbangkan operasional layanan ketika menangani suatu insiden yang terjadi dengan penambahan jumlah pengguna dan luas cakupan area secara drastis. Untuk mengatasi masalah tersebut, maka perlu adanya penerapan Information Technology Service Management (ITSM). Metode yang digunakan dalam penelitian ini adalah pengumpulan data dengan teknik wawancara dan observasi. Penelitian ini akan menghasilkan Incident Management Flow dan Problem Management Flow. ITIL yang merupakan sebuah kerangka kerja yang menggambarkan best practice yang berfokus pada pengelolaan layanan TI, pengembangan dan operasional TI, yang dapat membantu perusahaan dalam mengatasi permasalahan, sehingga perusahaan dapat menerapkannya agar dapat menyeimbangkan operasional layanan ketika menangani insiden yang terjadi. © Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"High Throughput Satellite menggunakan Ka-Band untuk Layanan Multifungsi Pemerintah di Indonesia: Studi Analisis Link Budget dan Kapasitas. Infrastruktur satelit memiliki peran penting dalam memberikan layanan komunikasi di seluruh wilayah Indonesia sebagai salah satu negara kepulauan terbesar di dunia. High Throughput Satellite (HTS) dapat menjadi pilihan terbaik mengingat belum meratanya jaringan infrastruktur terestrial, terutama di pelosok dan daerah terpencil di Indonesia. Pada makalah ini, dilakukan studi terkait analisis link budget dan kapasitas pada satelit high throughput satellite dengan menggunakan rencana frekuensi Ka-band yang diusulkan. Tujuan dari penelitian ini adalah untuk mengetahui seberapa jauh kemampuan link dan kapasitas yang dapat disediakan oleh HTS jika beroperasi pada rencana frekuensi Ka-band yang diusulkan dikaitkan dengan kondisi lingkungan Indonesia. Hasil dari studi analisis link budget ini menunjukkan bahwa dengan menggunakan rencana frekuensi Ka-Band sebagai usulan frekuensi yang ditugaskan, sistem HTS untuk layanan multifungsi pemerintah di Indonesia sesuai dan layak untuk diimplementasikan dalam waktu dekat. Hal ini ditunjukkan dengan nilai C/N yang positif yang diperoleh dari analisis link budget untuk setiap link pada setiap skenario dalam penelitian ini. Selain itu, estimasi untuk analisis kapasitas komunikasi yang dapat disediakan oleh HTS cukup besar untuk menangani kebutuhan layanan data di Indonesia, yaitu sebesar 38,41-93,54 Gbps tergantung pada kondisi lingkungan. © 2020 IEEE.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Pendidikan Literasi Digital Di Era Revolusi Industri 4.0 Pada Siswa Sekolah Dasar Alquran. Perkembangan dunia pada saat ini sudah memasuki era revolusi industri 4.0 dan berpengaruh pada kehidupan manusia yang berbasis pada informasi. Siswa sekolah dasar sebagai generasi alfa atau generasi internet merupakan pengguna yang sudah tidak asing dan sangat bergantung dengan teknologi terutama dengan media sosial. Penelitian mengenai literasi digital masih jarang dilakukan, khususnya di Indonesia. Subjek penelitian ini adalah siswa berusia 11-12 tahun yang merupakan pengguna aktif media sosial. Penelitian ini menggunakan pendekatan kualitatif dengan metode studi kasus. Informan yang digunakan sebagai sampel penelitian berjumlah lima orang dan satu orang informan kunci dari pakar literasi media. Temuan dalam penelitian ini menunjukkan pentingnya pendidikan literasi digital yang memberikan dampak positif terhadap pengetahuan, pemahaman dan keterampilan dalam menggunakan media sosial yang saat ini banyak digunakan sebagai sumber informasi dan hiburan oleh masyarakat, terutama di kalangan generasi alfa yang dapat memunculkan kesadaran dalam menggunakan media sosial. Dalam penelitian ini, tidak semua partisipan memiliki keterampilan dalam menggunakan media sosial dengan baik. Sehingga pendidikan literasi digital merupakan solusi yang dapat dilakukan oleh pemerintah maupun elemen masyarakat dan akademisi yang peduli terhadap kemajuan bangsa. © 2020. Semua Hak Cipta Dilindungi Undang-Undang.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Pemanfaatan Internet of Thing dan Media Sosial dalam Perancangan Sistem Pintar untuk Identifikasi Kualitas Polusi Udara, Air, dan Suhu. Masalah polusi di kota-kota besar merupakan salah satu bentuk masalah sosial. Sumber-sumber alam dan aktivitas manusia dapat menyebabkan polusi udara. Klasifikasi polutan udara dibagi menjadi dua, yang pertama adalah polutan primer yaitu polutan yang dihasilkan langsung dari sumber pencemaran udara, dan yang kedua adalah polutan sekunder yaitu polutan yang terjadi dari reaksi primer di atmosfer. Sifat udara yang demikian menyebabkan dampak pencemaran udara dapat bersifat langsung dan bersifat lokal, regional, maupun global. Pencemaran udara dapat membahayakan kesehatan manusia, hewan, dan tumbuhan, mengganggu estetika dan kenyamanan, atau merusak properti. Untuk mengatasi masalah sosial ini, Pemerintah telah mengaturnya dalam Peraturan Pemerintah Nomor 41 Tahun 1999 tentang Pengendalian Pencemaran Udara. Diperlukan kerjasama bagi seluruh pemangku kepentingan terkait dan masyarakat untuk mengatasi masalah sosial tersebut. Kondisi saat ini baik Pemerintah maupun masyarakat sulit untuk mengetahui informasi mengenai kualitas udara di lingkungan sekitar, sehingga peran fungsi masyarakat sangat terbatas dalam mengantisipasi dan menanggulangi masalah pencemaran udara. Berdasarkan permasalahan tersebut, teknologi Machine-to-Machine (M2M) dan jejaring media sosial Twitter dapat digunakan sebagai media penyebaran informasi mengenai kualitas udara untuk memicu kesadaran masyarakat akan kondisi pencemaran udara di lingkungan sekitar dan meningkatkan peran fungsi masyarakat dalam menanggulangi masalah pencemaran udara.  © 2020 IEEE.","['SDG3', 'SDG11']",0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Pengembangan Standarisasi Peralatan Terminasi Jalur Optik XGS-PON untuk Jaringan Akses Serat Optik di Indonesia. XGS-PON merupakan teknologi yang menjanjikan bagi penyedia jaringan akses serat optik pita lebar karena kemampuannya untuk mengirimkan 10 Gbps untuk arah downstream dan upstream dan dapat diimplementasikan bersama dengan jaringan PON yang sudah ada. Keuntungan lainnya adalah memenuhi permintaan bandwidth yang tinggi untuk layanan seperti HDTV, M2M, dan Internet of Everything. Meskipun sudah mulai banyak diimplementasikan, namun regulasi standar perangkat telekomunikasi di Indonesia untuk Passive Optical Networks (PON) saat ini masih terbatas pada teknologi G-PON dan E-PON. Penelitian ini bertujuan untuk memberikan referensi spesifikasi teknis OLT XGS-PON untuk menyempurnakan regulasi PON yang sudah ada. Persyaratan teknis penelitian ini adalah kemampuan nominal rate, rentang panjang gelombang, dan grup multicast IGMP dari perangkat OLT XGS-PON. Dari penelitian ini didapatkan referensi nominal rate XGS-PON dengan FEC sebesar 8.5 Gbps untuk layanan bidirectional, rentang panjang gelombang upstream sebesar 1260-1280 nm, rentang panjang gelombang downstream sebesar 1575-1580 nm, dan kemampuan grup multicast IGMP sebesar 4096 grup dalam jaringan IPv4. © 2020 IEEE.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Deteksi Berbantuan Komputer (CAD) untuk COVID-19 berdasarkan Citra X-Ray Dada menggunakan Jaringan Syaraf Tiruan. Covid-19 telah menyebar ke seluruh dunia dan telah dinyatakan sebagai pandemi oleh Organisasi Kesehatan Dunia (WHO). Penyakit ini ditemukan pada akhir tahun 2019 di Wuhan-Cina. Jumlah kematian terus melonjak tajam dan menyebar ke banyak negara. Covid-19 telah membuat miliaran orang di dunia terkurung dalam karantina wilayah (lockdown) ketika layanan kesehatan berjuang untuk mengatasinya. Sistem diagnosis Covid-19 yang cepat dan andal diperlukan, untuk mengarahkan pasien ke perawatan yang tepat dan mencegah penyebaran penyakit. Selama ini, kita mengenal rapid test dan Real-Time Polymerase Chain Reaction (RT-PCR) sebagai prosedur deteksi Covid-19. Kedua prosedur ini cenderung tidak praktis dan membutuhkan laboratorium khusus yang diatur sedemikian rupa. Selain itu, dibutuhkan waktu beberapa jam untuk menunggu proses amplifikasi hingga hasilnya diketahui. Pada penelitian ini, kami memperkenalkan sistem deteksi Covid-19 berdasarkan citra Chest C-Ray menggunakan Convolutional Neural Network (CNN). Dataset yang digunakan terdiri dari 1000 citra, masing-masing 500 citra untuk Covid-19 positif dan Pneumonia. Model CNN yang dirancang terdiri dari tiga lapisan tersembunyi, lapisan terhubung penuh dengan aktivasi sigmoid. Evaluasi dilakukan untuk mengetahui kinerja model yang diusulkan dengan menggunakan matriks presisi, recall, F1, dan akurasi. Hasil percobaan menunjukkan bahwa metode yang diusulkan memberikan presisi, recall, F1 sebesar 1 dan akurasi 100%. Penelitian ini diharapkan dapat diuji dalam validasi lapangan, untuk membantu pihak medis dalam melakukan diagnosis klinis.  © Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.","['SDG3', 'SDG17']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Studi tentang Hambatan Transformasi Digital di Perguruan Tinggi: Sebuah Investigasi Awal di Indonesia. Implementasi transformasi digital telah dilakukan di berbagai sektor industri, termasuk sektor pendidikan tinggi. Banyak negara telah mempertimbangkan untuk mengubah sistem pendidikan mereka dengan melakukan transformasi digital. Meskipun transformasi digital memiliki potensi untuk meningkatkan sistem pendidikan, negara-negara berkembang masih kesulitan untuk mendapatkan manfaat yang disebabkan oleh beberapa hambatan. Tujuan dari penelitian ini adalah untuk mengetahui hambatan yang dihadapi ketika menerapkan transformasi digital di pendidikan tinggi, dalam hal ini di Indonesia. Hasil survei kuesioner memastikan bahwa dari dua puluh dua hambatan yang diidentifikasi berdasarkan tinjauan literatur, sebelas hambatan secara signifikan mempengaruhi implementasi transformasi digital di pendidikan tinggi Indonesia. Studi ini berkontribusi dengan mengungkapkan hambatan awal transformasi digital di sektor pendidikan tinggi. Temuan dari penelitian ini akan membantu mengidentifikasi hambatan yang mempengaruhi arah strategi keputusan untuk mengimplementasikan transformasi digital di institusi pendidikan tinggi di Indonesia. © 2020 IEEE.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
Mengukur efektivitas media sosial yang dimiliki oleh pimpinan pemerintah daerah dalam mengkomunikasikan program smart city. Smart city merupakan salah satu program inovasi yang kini tengah gencar dikembangkan di Indonesia sebagai langkah modernisasi dan adopsi teknologi ke sektor yang lebih luas. Kepemimpinan dalam sebuah kota menjadi faktor penting dalam keberhasilan sebuah program. Tujuan dari penelitian ini adalah untuk mengukur efektivitas media sosial Instagram yang dimiliki oleh Oded Muhammad Danial sebagai walikota Bandung dalam mengkomunikasikan program-program pemerintah yang berfokus pada Bandung Smart City. Metode penelitian ini menggunakan metode kualitatif deskriptif dengan pendekatan analisis isi menggunakan data akun Instagram pribadi Oded Muhammad Danial selama periode 18 September 2018 hingga 31 Oktober 2019. Hasil dari penelitian ini berhasil mengungkap bahwa setiap area prioritas Bandung Smart City tidak memiliki intensitas komunikasi yang seimbang. Implikasi dari penelitian ini akan dibahas lebih lanjut.  © 2020 IEEE.,"['SDG11', 'SDG17']",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
"Pengukuran Volume Produksi Biogas dan Sistem Pemantauan Berbasis Internet of Things. Biogas merupakan energi alternatif yang memanfaatkan beberapa jenis bahan sisa seperti sisa makanan, sampah dan kotoran ternak. Proses konversi bahan-bahan organik tersebut membutuhkan waktu beberapa minggu dalam kondisi anaerobik dengan menggunakan mikroba untuk merombak bahan organik tersebut. Dalam implementasinya, reaktor biogas tidak dilengkapi dengan alat ukur yang sesuai, seperti alat untuk mengukur volume gas yang dihasilkan oleh reaktor, sehingga pengguna tidak mengetahui volume gas yang dihasilkan oleh reaktor. Pada penelitian ini akan dikembangkan sistem monitoring volume produksi biogas berbasis Internet of Things (IoT). Data hasil pengukuran biogas dikirim ke platform IoT sehingga data produksi biogas harian dapat dipantau secara langsung dari jarak jauh. Proses pengukuran yang dilakukan oleh sensor flowmeter akan diterima dan diolah oleh mikrokontroler. Proses pengiriman data ke platform IoT dilakukan dengan menggunakan modul komunikasi GSM/GPRS dengan waktu pengiriman setiap 15 menit sekali. Modul komunikasi GSM/GPRS dapat mengirimkan data dengan waktu rata-rata 36,2 detik. Akurasi sensor flowmeter yang digunakan pada alat ukur standar adalah 94,84% dengan error +5,16%. Akurasi akumulasi volume oleh mikrokontroler terhadap volume referensi sebesar 95,75% dengan error + 4,25%. Akumulasi volume produksi biogas periode pertama sebesar 772,55 liter, periode kedua sebesar 664,73 liter, dan periode ketiga sebesar 695,63 liter. © 2020 IEEE.",['SDG7'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Mengenali Kepribadian dari Isyarat Linguistik Media Sosial: Studi Kasus Kepribadian Brand Ambassador. Kebutuhan akan brand ambassador (BA) sebagai perwakilan perusahaan mulai meningkat dalam beberapa tahun terakhir. Fenomena ini diikuti dengan meningkatnya metode untuk memilih BA yang paling sesuai. Cara universal untuk memilih seorang duta yang tepat adalah dengan memahami kepribadian mereka, oleh karena itu, pengukuran kepribadian BA dianggap sebagai salah satu cara untuk mengkarakterisasi kredibilitas perusahaan. Penelitian ini mengusulkan untuk merancang sebuah metode untuk mengukur kepribadian BA dari data media sosial mereka dalam Bahasa Indonesia. Kami memperkaya metodologi untuk mengukur kepribadian manusia dengan menggunakan pendekatan pemodelan ontologi. Model ontologi yang dibangun di bawah model bahasa ngram yang menyediakan cara yang cepat dan efektif untuk mengukur kepribadian BA. Hasil dari pengukuran kepribadian BA memungkinkan pemanfaatan untuk menggambarkan bagaimana seorang duta besar merepresentasikan merek mereka dan berinteraksi dengan pelanggan mereka.  © 2020 IEEE.",['SDG17'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
"Teknologi canggih untuk mendukung penemuan layanan dalam sistem berorientasi layanan. Perkembangan teknologi informasi mendorong industri jasa untuk merevolusi bisnis yang berorientasi pada layanan. Berbagai industri jasa menyediakan web-service sebagai layanan TI dan mendaftarkannya ke beberapa service directory, sehingga pihak lain dapat menggunakan dan mengintegrasikan layanan tersebut ke dalam sistem yang sudah ada untuk menciptakan nilai lebih. Melakukan service discovery dari kumpulan layanan yang ada di dalam direktori layanan merupakan tantangan yang harus diselesaikan. Pemahaman akan teknologi terkini untuk mendukung service discovery dapat membantu mereka dalam menentukan teknologi yang dapat digunakan. Artikel ini menyajikan tinjauan terhadap penelitian-penelitian terdahulu yang terkait dengan metode service discovery yang dilakukan pada sistem berorientasi layanan. Artikel ini merangkum beberapa penelitian terkait yang telah dilakukan sebelumnya dan mengkategorikannya berdasarkan pendekatan kualitatif. Tujuannya adalah untuk menyajikan beberapa penelitian terbaru dan memberikan visi yang komprehensif dalam mendesain mesin penemuan layanan. Makalah ini memberikan kontribusi teoritis dan pemahaman yang berkaitan dengan penemuan layanan dari penelitian sebelumnya melalui tinjauan literatur yang sistematis. Tiga puluh delapan artikel dipilih berdasarkan hasil pencarian dan kemudian ditinjau. Hal ini dapat digunakan sebagai panduan untuk membangun mesin penemuan layanan untuk sistem berorientasi layanan.  © 2020 IEEE.",['SDG9'],0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
"Deteksi Dini Kanker Serviks pada Citra Inspeksi Visual Asam Asetat (IVA) Menggunakan Metode K-Means Clustering. Kami membangun sebuah pendekatan dalam deteksi dini kanker serviks dengan menggunakan pengenalan citra pada citra Inspeksi Visual dengan Asam Asetat (IVA). Kami menggunakan k-Means clustering untuk mensegmentasi wilayah yang diharapkan dari sel serviks pada citra tes IVA. Tersangka positif ditunjukkan oleh lesi putih yang disebut acetowhite. Kami menggunakan citra tes IVA yang diambil dari ponsel sebagai dataset. Dari area acetowhite, kami mengekstraksi fitur momen warna dan fitur Gray Level Co-occurence Matrix (GLCM). Momen warna dan fitur GLCM kemudian diklasifikasikan sebagai positif atau negatif menggunakan pengklasifikasi Support Vector Machine (SVM). Performa terbaik adalah akurasi 72,14%, dengan sensitivitas 70% dan spesifisitas 74% menggunakan k-Means clustering dengan k=2 dan SVM dengan kernel linear. © 2020 IEEE.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Pengaruh suplementasi pakan fermentasi dalam sistem akuaponik bersirkulasi dengan ikan lele (Clarias sp.) terhadap pertumbuhan selada (Lactuca sativa L.). Sistem akuaponik hewan-tanaman air merupakan salah satu model konversi limbah menjadi substrat tanaman dan efektivitasnya diperkirakan tergantung pada jenis pakan yang diberikan. Penelitian ini bertujuan untuk mengetahui pengaruh pemberian pakan fermentasi pada sistem akuaponik bersirkulasi dengan ikan lele (Clarias sp.) terhadap pertumbuhan tanaman selada (Lactuca sativa L.). Penelitian dilakukan dalam akuakultur serial bersirkulasi yang berisi ikan lele. Berbagai input pakan ikan fermentasi diaplikasikan termasuk konsentrasi rendah (6% dari berat ikan) dan konsentrasi tinggi (9% dari berat ikan). Pertumbuhan selada, kualitas air, dan total mikroorganisme diukur. Hasilnya, panjang dan lebar maksimum selada lebih tinggi pada suplementasi konsentrasi pakan yang lebih tinggi (9%), begitu juga dengan tinggi dan berat rumpun tanaman. © penulis",['SDG14'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"Perbandingan Metode untuk Menangani Data Hilang dalam Studi Klinis. Data yang hilang adalah masalah yang tidak dapat dihindari. Sebagian besar algoritma data mining tidak dapat bekerja dengan data yang terdiri dari nilai yang hilang. Analisis kasus lengkap, imputasi tunggal, imputasi ganda, dan imputasi kNN merupakan beberapa metode yang dapat digunakan untuk menangani data yang hilang. Setiap metode memiliki kelebihan dan kekurangan masing-masing. Makalah ini membandingkan metode-metode tersebut dengan menggunakan dataset pada studi klinis, penyakit ginjal kronis, diabetes Pima, tiroid, dan hepatitis. Akurasi setiap metode dibandingkan dengan menggunakan beberapa pengklasifikasi. Hasil eksperimen menunjukkan bahwa metode imputasi kNN memberikan akurasi yang lebih baik daripada metode lainnya. © 2020 ACM.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"Estimasi dan Korelasi Berat Daun Surian (Toona Sinensis) dengan Parameter Pohon. Daun pohon surian (Toona sinensis) berdasarkan penelitian, dapat digunakan untuk pengobatan, seperti diabetes, kanker, dan lain-lain. Saat ini masyarakat mulai beralih dari obat-obatan kimiawi ke obat-obatan herbal. Oleh karena itu, daun surian merupakan salah satu sumber obat herbal yang perlu dikembangkan di masa depan. Namun, informasi biomassa daun pada setiap pohon yang berkaitan dengan umur dan parameter pohon belum diketahui. Penelitian ini bertujuan untuk mengetahui berat daun surian pada setiap pohon dan mengkaji hubungan berat daun dengan beberapa parameter pohon. Penelitian ini dilakukan pada hutan rakyat di Kabupaten Sumedang. Sampel sebanyak 110 pohon diambil secara purposive. Parameter pohon yang diukur yaitu: Diameter Setinggi Dada (DBH), tinggi total, tinggi kayu, tinggi tajuk, diameter tajuk, umur, dan berat daun setiap pohon. Hasil analisis korelasi menunjukkan bahwa terdapat hubungan yang signifikan antara empat parameter pohon, yaitu DBH, tinggi total, tinggi tajuk, dan diameter tajuk dengan berat daun surian. Korelasi tertinggi dengan berat daun surian adalah DBH, yaitu sebesar 0,75. Estimasi berat daun pada DBH 10-19 cm adalah 8-11 kg/pohon. Sedangkan untuk DBH di atas sama dengan 20 cm adalah 18-23 kg/pohon. © Diterbitkan di bawah lisensi oleh IOP Publishing Ltd.",['SDG3'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
